,data_time,eta_seconds,fast_rcnn/cls_accuracy,fast_rcnn/false_negative,fast_rcnn/fg_cls_accuracy,iteration,loss_box_reg,loss_cls,loss_rpn_cls,loss_rpn_loc,lr,rank_data_time,roi_head/num_bg_samples,roi_head/num_fg_samples,rpn/num_neg_anchors,rpn/num_pos_anchors,time,total_loss,bbox/AP,bbox/AP-Aortic enlargement,bbox/AP-Atelectasis,bbox/AP-Calcification,bbox/AP-Cardiomegaly,bbox/AP-Consolidation,bbox/AP-ILD,bbox/AP-Infiltration,bbox/AP-Lung Opacity,bbox/AP-Nodule/Mass,bbox/AP-Other lesion,bbox/AP-Pleural effusion,bbox/AP-Pleural thickening,bbox/AP-Pneumothorax,bbox/AP-Pulmonary fibrosis,bbox/AP50,bbox/AP75,bbox/APl,bbox/APm,bbox/APs,validation_loss
1505,0.001920500006235,3483.7863899426884,0.9482421875,1.0,0.0,39,0.07939060032367701,1.9037931561470032,0.6945251226425171,0.16524361819028802,3.9006602067755486e-05,0.001920500006235,494.0,18.0,218.25,37.75,0.35368954999285,2.792792752385139,,,,,,,,,,,,,,,,,,,,,
2,0.0013709999911950001,2040.5254449794302,0.9545898437499999,1.0,0.0,59,0.12494358420372001,0.538701593875885,0.499833688139915,0.162999458611011,5.8497167230707024e-05,0.0013709999911950001,488.75,23.25,217.0,39.0,0.19963345001451602,1.503542147576809,,,,,,,,,,,,,,,,,,,,,
1005,0.0012698000064110002,1952.4480990387383,0.9653320312499999,1.0,0.0,59,0.083157882094383,0.5028930008411401,0.531964093446731,0.22522492706775601,5.8497167230707024e-05,0.0012698000064110002,494.25,17.75,216.25,39.75,0.18858565000118602,1.473588353022933,,,,,,,,,,,,,,,,,,,,,
1506,0.0023495499990530003,3453.570497961482,0.9599609375,1.0,0.0,59,0.086839582771062,0.45303551852703006,0.403270855545997,0.125038214027881,5.8497167230707024e-05,0.0023495499990530003,491.5,20.5,219.5,36.5,0.342351450002752,1.140328507870435,,,,,,,,,,,,,,,,,,,,,
503,0.0011768999975170001,1863.957745846128,0.9619140625,1.0,0.0,59,0.095999576151371,0.6609421968460081,0.536798194050788,0.271646700799465,5.8497167230707024e-05,0.0011768999975170001,492.5,19.5,212.25,43.75,0.184293299986165,1.744424907490611,,,,,,,,,,,,,,,,,,,,,
1656,0.001166850008303,1893.2792549980513,0.9604492187499999,1.0,0.0,59,0.108240932226181,0.6626768410205841,0.44193205237388605,0.1416916847229,5.8497167230707024e-05,0.001166850008303,491.75,20.25,216.25,39.75,0.18411469999409702,1.411734089255333,,,,,,,,,,,,,,,,,,,,,
3,0.0015449499915120002,2032.103568026796,0.9633789062499999,1.0,0.0,79,0.080927774310112,0.290229856967926,0.38721039891242903,0.19304079562425602,7.798773239365859e-05,0.0015449499915120002,493.25,18.75,215.0,41.0,0.20153975000721402,0.966808468103408,,,,,,,,,,,,,,,,,,,,,
1507,0.0020017000060760003,3396.1263840273023,0.9619140625,1.0,0.0,79,0.085551522672176,0.285257399082183,0.352827548980712,0.09024327248334801,7.798773239365859e-05,0.0020017000060760003,492.5,19.5,226.25,29.75,0.333459000001312,0.7866468224674461,,,,,,,,,,,,,,,,,,,,,
504,0.0011860000086010001,1835.0958400499076,0.9741210937499999,1.0,0.0,79,0.04827807098627,0.18889171630144103,0.42532010376453405,0.09458232671022401,7.798773239365859e-05,0.0011860000086010001,498.75,13.25,225.0,31.0,0.17689534999954,0.7349449181929231,,,,,,,,,,,,,,,,,,,,,
1657,0.001167650007118,1867.3546879924834,0.9682617187499999,1.0,0.0,79,0.070238124579191,0.240376323461532,0.466412857174873,0.19011899828910803,7.798773239365859e-05,0.001167650007118,495.75,16.25,210.5,45.5,0.18096684999909401,0.9695423990488051,,,,,,,,,,,,,,,,,,,,,
1006,0.0013210500037530001,1920.755535964854,0.9653320312499999,1.0,0.0,79,0.069968227297067,0.271431624889373,0.385915428400039,0.108925737440586,7.798773239365859e-05,0.0013210500037530001,494.25,17.75,225.75,30.25,0.18411780000315,0.8999376110732551,,,,,,,,,,,,,,,,,,,,,
505,0.001189699993119,1807.4791350314626,0.9658203125,1.0,0.0,99,0.08663894608616801,0.24856553226709302,0.296579003334045,0.10062882676720601,9.74782975566101e-05,0.001189699993119,494.5,17.5,228.5,27.5,0.17541374999564102,0.7794692013412711,,,,,,,,,,,,,,,,,,,,,
4,0.0014899999951010002,2028.006585026742,0.9628906250000001,1.0,0.0,99,0.090439308434724,0.23846259713172901,0.352879449725151,0.237595170736312,9.74782975566101e-05,0.0014899999951010002,493.0,19.0,202.75,53.25,0.204349250008817,1.035150919109583,,,,,,,,,,,,,,,,,,,,,
1658,0.001180500003101,1825.0229249271797,0.9599609375,1.0,0.0,99,0.08336370438337301,0.26182031631469704,0.30277496576309204,0.12008175626397101,9.74782975566101e-05,0.001180500003101,491.5,20.5,222.75,33.25,0.178494050000153,0.837275106459856,,,,,,,,,,,,,,,,,,,,,
1007,0.0012611999845830002,1883.5433100844966,0.9560546875,1.0,0.0,99,0.10605497658252701,0.2826729118824,0.324268072843551,0.134881231933832,9.74782975566101e-05,0.0012611999845830002,489.5,22.5,221.25,34.75,0.183489949995419,0.9682182744145391,,,,,,,,,,,,,,,,,,,,,
1508,0.001698150001175,3359.565989955445,0.9467773437499999,1.0,0.0,99,0.138326272368431,0.35280230641365,0.33377230167388905,0.139129929244518,9.74782975566101e-05,0.001698150001175,484.75,27.25,215.5,40.5,0.32986015000642505,1.071949828416109,,,,,,,,,,,,,,,,,,,,,
1008,0.0012803500139850002,1869.9016440898413,0.9462890625,1.0,0.0,119,0.145338281989097,0.33007979393005304,0.32434520125389105,0.128619149327278,0.00011696886271900001,0.0012803500139850002,484.5,27.5,220.5,35.5,0.18526035000104402,0.9797729700803751,,,,,,,,,,,,,,,,,,,,,
5,0.001500199985457,2033.0673740286147,0.9550781250000001,1.0,0.0,119,0.128895856440067,0.307250916957855,0.287529081106185,0.108304593712091,0.00011696886271900001,0.001500199985457,489.0,23.0,224.75,31.25,0.21298455000214703,0.877496857196092,,,,,,,,,,,,,,,,,,,,,
1659,0.0011940499971380002,1809.033928065037,0.9560546875,1.0,0.0,119,0.11669836565852101,0.27270493656396805,0.30383686721324904,0.19375565648078902,0.00011696886271900001,0.0011940499971380002,489.5,22.5,215.5,40.5,0.179231099995377,0.8822943940758701,,,,,,,,,,,,,,,,,,,,,
506,0.0012729000009130001,1796.243774080649,0.9638671875,1.0,0.0,119,0.088152278214693,0.25436738133430403,0.35431875288486403,0.166997581720352,0.00011696886271900001,0.0012729000009130001,493.5,18.5,213.0,43.0,0.177124950001598,0.929486621171236,,,,,,,,,,,,,,,,,,,,,
1509,0.001789599999028,3339.2947640057537,0.9599609375,1.0,0.0,119,0.101987525820732,0.27219547331333105,0.28761424124240803,0.10697867721319101,0.00011696886271900001,0.001789599999028,491.5,20.5,225.25,30.75,0.30523050000192603,0.843405550345778,,,,,,,,,,,,,,,,,,,,,
1009,0.001292450004257,1843.5897688780096,0.9575195312499999,1.0,0.0,139,0.11973917856812401,0.250748813152313,0.34082072973251304,0.21725645661354,0.000136459427882,0.001292450004257,490.25,21.75,207.0,49.0,0.180922899991855,1.033830519765615,,,,,,,,,,,,,,,,,,,,,
1660,0.001272999994398,1799.3602740600181,0.9589843750000001,1.0,0.0,139,0.11443958431482301,0.247944377362728,0.26738502085208804,0.14691726863384202,0.000136459427882,0.001272999994398,491.0,21.0,216.5,39.5,0.17838594999921,0.8375695012509821,,,,,,,,,,,,,,,,,,,,,
507,0.0012233999877930002,1781.5269850741606,0.9550781250000001,1.0,0.0,139,0.11740403994917802,0.29055647552013303,0.30753661692142403,0.118960134685039,0.000136459427882,0.0012233999877930002,489.0,23.0,215.75,40.25,0.179298450006172,0.9071019999682901,,,,,,,,,,,,,,,,,,,,,
1510,0.002364099993428,3324.979833012767,0.9555664062499999,1.0,0.0,139,0.114381697028875,0.27735345065593703,0.287243992090225,0.125346139073371,0.000136459427882,0.002364099993428,489.25,22.75,221.75,34.25,0.322961149999173,0.823557045310735,,,,,,,,,,,,,,,,,,,,,
6,0.0015413499932030001,2045.195710035914,0.953125,1.0,0.0,139,0.13028600811958302,0.29752673208713504,0.296803772449493,0.12700891494750902,0.000136459427882,0.0015413499932030001,488.0,24.0,222.25,33.75,0.21871794998878602,0.8725680112838741,,,,,,,,,,,,,,,,,,,,,
1661,0.0014568999977200001,1808.2977839681553,0.9355468750000001,1.0,0.0,159,0.18417030572891202,0.361248299479484,0.251985818147659,0.071889705955982,0.00015594999304500002,0.0014568999977200001,479.0,33.0,231.75,24.25,0.19561565000185502,0.92532142996788,,,,,,,,,,,,,,,,,,,,,
1511,0.0018348999947190002,3278.3160480408696,0.9516601562499999,1.0,0.0,159,0.12240204587578701,0.294942677021026,0.33260151743888805,0.18416805565357203,0.00015594999304500002,0.0018348999947190002,487.25,24.75,212.75,43.25,0.317770750007184,0.945483673363924,,,,,,,,,,,,,,,,,,,,,
7,0.0015196499880400002,2026.7064240924083,0.9501953125,1.0,0.0,159,0.134094178676605,0.275966480374336,0.25054240971803604,0.08683431148529,0.00015594999304500002,0.0015196499880400002,486.5,25.5,224.25,31.75,0.196587600003113,0.842251408845186,,,,,,,,,,,,,,,,,,,,,
1010,0.0012433499796310002,1833.9093360328116,0.9487304687499999,1.0,0.0,159,0.13786720484495102,0.27934618294239,0.254038348793983,0.155120395123958,0.00015594999304500002,0.0012433499796310002,485.75,26.25,220.75,35.25,0.18402530001185302,0.839967299252748,,,,,,,,,,,,,,,,,,,,,
508,0.001197400008095,1776.1765801662114,0.9487304687499999,1.0,0.0,159,0.13343769311904902,0.298719987273216,0.296596243977546,0.159934408962726,0.00015594999304500002,0.001197400008095,485.75,26.25,215.25,40.75,0.179216799995629,1.011950574815273,,,,,,,,,,,,,,,,,,,,,
509,0.0012150999973520001,1768.9625250175595,0.9599609375,1.0,0.0,179,0.10895604640245402,0.22511042654514302,0.264448165893554,0.180534839630126,0.00017544055820800002,0.0012150999973520001,491.5,20.5,213.5,42.5,0.17835935001494302,0.8305922225117681,,,,,,,,,,,,,,,,,,,,,
8,0.0014617499982700001,2008.3387730593677,0.9472656250000001,1.0,0.0,179,0.14260714501142502,0.28279222548007904,0.22292805463075602,0.107997462153434,0.00017544055820800002,0.0014617499982700001,485.0,27.0,224.25,31.75,0.19476389999908802,0.7567193433642381,,,,,,,,,,,,,,,,,,,,,
1662,0.0015276500053000002,1818.3831479324726,0.9448242187499999,1.0,0.0,179,0.162816919386386,0.29562784731388003,0.28481706976890503,0.12596149742603302,0.00017544055820800002,0.0015276500053000002,483.75,28.25,217.5,38.5,0.215972749996581,0.9874356016516681,,,,,,,,,,,,,,,,,,,,,
1011,0.001354449996142,1827.983180010051,0.9521484375,1.0,0.0,179,0.133285418152809,0.27799285948276503,0.30501048266887604,0.15806848555803302,0.00017544055820800002,0.001354449996142,487.5,24.5,214.0,42.0,0.18507849999878,0.9032304193824531,,,,,,,,,,,,,,,,,,,,,
1512,0.0010255500019410002,3321.5541160434077,0.9545898437499999,1.0,0.0,179,0.117550797760486,0.265682935714721,0.243277519941329,0.10060687363147701,0.00017544055820800002,0.0010255500019410002,488.75,23.25,224.25,31.75,0.605403300003672,0.7595550566911691,,,,,,,,,,,,,,,,,,,,,
510,0.001249149994691,1761.777849981445,0.9536132812499999,1.0,0.0,199,0.10277933254837901,0.262492924928665,0.25679282099008505,0.12051245197653701,0.00019493112337100001,0.001249149994691,488.25,23.75,219.25,36.75,0.178761599992867,0.7872088700532911,,,,,,,,,,,,,,,,,,,,,
9,0.001372699989587,1982.0955700823106,0.9365234375,1.0,0.0,199,0.18507767468690803,0.310593321919441,0.272584229707717,0.09724301844835201,0.00019493112337100001,0.001372699989587,479.5,32.5,222.5,33.5,0.192109199997503,0.9573831371963021,,,,,,,,,,,,,,,,,,,,,
1663,0.001403049995133,1834.2459100356791,0.9526367187499999,1.0,0.0,199,0.11917248368263202,0.24233652651309903,0.30842605233192405,0.11990123242139801,0.00019493112337100001,0.001403049995133,487.75,24.25,219.5,36.5,0.21470525000040602,0.803310893476009,,,,,,,,,,,,,,,,,,,,,
1012,0.0014554499939540002,1833.3839998900658,0.9487304687499999,1.0,0.0,199,0.150326520204544,0.268515959382057,0.239704951643943,0.129327304661273,0.00019493112337100001,0.0014554499939540002,485.75,26.25,223.5,32.5,0.19850715000939,0.8580623939633371,,,,,,,,,,,,,,,,,,,,,
1513,0.0011016499993270002,3362.4535000431933,0.9433593750000001,1.0,0.0,199,0.163112603127956,0.28697228431701605,0.21912457048892903,0.07419710978865601,0.00019493112337100001,0.0011016499993270002,483.0,29.0,230.5,25.5,0.6176955999981141,0.7480444684624671,,,,,,,,,,,,,,,,,,,,,
10,0.001430549993528,1966.3501740811625,0.9472656250000001,1.0,0.0,219,0.132370255887508,0.25282551348209303,0.260190233588218,0.11728389933705301,0.000214421688534,0.001430549993528,485.0,27.0,225.0,31.0,0.189666199992643,0.7205595821142191,,,,,,,,,,,,,,,,,,,,,
1664,0.001466249996155,1851.8625600120868,0.9423828125,1.0,0.0,219,0.147333323955535,0.30823639035224903,0.313222199678421,0.25277894735336304,0.000214421688534,0.001466249996155,482.5,29.5,209.25,46.75,0.259362200005853,0.977199092507362,,,,,,,,,,,,,,,,,,,,,
1514,0.0023702500038780003,3321.2586599835777,0.9482421875,1.0,0.0,219,0.14043440669775,0.263850688934326,0.230340227484703,0.11405087262392001,0.000214421688534,0.0023702500038780003,485.5,26.5,231.0,25.0,0.319555850001052,0.744021579623222,,,,,,,,,,,,,,,,,,,,,
1013,0.001354799984255,1829.5988791281707,0.9487304687499999,1.0,0.0,219,0.12765086442232101,0.29866527020931205,0.29407815635204304,0.15455262362957,0.000214421688534,0.001354799984255,485.75,26.25,213.25,42.75,0.18654205001075702,0.9428118430078031,,,,,,,,,,,,,,,,,,,,,
511,0.0011858000070780002,1754.8386029951507,0.9506835937499999,1.0,0.0,219,0.13678590208292002,0.23794811218976902,0.27122151851654,0.152126416563987,0.000214421688534,0.0011858000070780002,486.75,25.25,219.5,36.5,0.17697169999883,0.8401914089918131,,,,,,,,,,,,,,,,,,,,,
1665,0.0013486999960150002,1857.60030403384,0.94140625,1.0,0.0,239,0.165811479091644,0.286413297057151,0.26864251494407604,0.18454255908727601,0.000233912253697,0.0013486999960150002,482.0,30.0,213.0,43.0,0.19602420000592202,0.9480258319526911,,,,,,,,,,,,,,,,,,,,,
11,0.0015570000105070002,1963.1625118944794,0.9384765625,1.0,0.0,239,0.179902531206607,0.311452031135559,0.16654567420482602,0.0571224167943,0.000233912253697,0.0015570000105070002,480.5,31.5,233.0,23.0,0.20937840000260602,0.795661894604563,,,,,,,,,,,,,,,,,,,,,
512,0.0011686999932860001,1749.3082241225056,0.9497070312499999,1.0,0.0,239,0.139191791415214,0.254219822585582,0.23857113718986503,0.13189086318016002,0.000233912253697,0.0011686999932860001,486.25,25.75,218.25,37.75,0.17706159999943302,0.747442621737718,,,,,,,,,,,,,,,,,,,,,
1014,0.001328049998846,1816.8142400099896,0.9428710937499999,1.0,0.0,239,0.157376773655414,0.257379733026027,0.28434881567955,0.127091735601425,0.000233912253697,0.001328049998846,482.75,29.25,211.0,45.0,0.18519715000002102,0.907947123050689,,,,,,,,,,,,,,,,,,,,,
1515,0.0025626999995430003,3320.1031200098805,0.9365234375,1.0,0.0,239,0.17351201176643302,0.35098743438720703,0.24917408823966902,0.11890584975481001,0.000233912253697,0.0025626999995430003,479.5,32.5,213.5,42.5,0.34286445000179805,0.909202806651592,,,,,,,,,,,,,,,,,,,,,
1666,0.0011839500002670002,1845.2926740047405,0.9511718750000001,1.0,0.0,259,0.137800939381122,0.288074970245361,0.234134182333946,0.13215339928865402,0.00025340281886,0.0011839500002670002,487.0,25.0,217.25,38.75,0.18731814999773602,0.832847874611616,,,,,,,,,,,,,,,,,,,,,
513,0.001199149992316,1746.5641380028683,0.9501953125,1.0,0.0,259,0.134555883705616,0.23684109002351703,0.20892432332038802,0.090864963829517,0.00025340281886,0.001199149992316,486.5,25.5,226.75,29.25,0.179635549997328,0.662943296134471,,,,,,,,,,,,,,,,,,,,,
1516,0.0018469999995430002,3297.0971400169947,0.9501953125,1.0,0.0,259,0.124107591807842,0.25643213093280703,0.23568050563335402,0.14997732639312703,0.00025340281886,0.0018469999995430002,486.5,25.5,216.5,39.5,0.32506399999692803,0.8120014443993561,,,,,,,,,,,,,,,,,,,,,
1015,0.0012979499879290002,1811.8445400131168,0.9560546875,1.0,0.0,259,0.09970266744494401,0.195737950503826,0.24522965401411,0.141900166869163,0.00025340281886,0.0012979499879290002,489.5,22.5,221.25,34.75,0.18283654999686402,0.6750661619007581,,,,,,,,,,,,,,,,,,,,,
12,0.0017291499971170002,1969.9602910818066,0.9399414062499999,1.0,0.0,259,0.180337056517601,0.283803343772888,0.224143058061599,0.13954608142375902,0.00025340281886,0.0017291499971170002,481.25,30.75,226.5,29.5,0.22074449999490703,0.783155500888824,,,,,,,,,,,,,,,,,,,,,
1667,0.0012623000002340002,1845.809532048006,0.9448242187499999,1.0,0.0,279,0.162929289042949,0.30432103574275904,0.219607286155223,0.104977875947952,0.000272893384023,0.0012623000002340002,483.75,28.25,222.0,34.0,0.191863750005722,0.8215167149901391,,,,,,,,,,,,,,,,,,,,,
1517,0.002395100003923,3306.49614000984,0.9560546875,1.0,0.0,279,0.11135608702898,0.205025620758533,0.22025510668754503,0.149095423519611,0.000272893384023,0.002395100003923,489.5,22.5,229.0,27.0,0.43855299999995606,0.8135238885879511,,,,,,,,,,,,,,,,,,,,,
1016,0.0012650999997270002,1803.6038339644438,0.9394531250000001,1.0,0.0,279,0.159895531833171,0.269776210188865,0.287853583693504,0.17945510149002,0.000272893384023,0.0012650999997270002,481.0,31.0,212.25,43.75,0.181262750003952,1.044330790638923,,,,,,,,,,,,,,,,,,,,,
514,0.001203899999381,1742.9777640028624,0.9443359375,1.0,0.0,279,0.16686443239450402,0.25948590040206904,0.21502900123596103,0.07768656685948301,0.000272893384023,0.001203899999381,483.5,28.5,228.25,27.75,0.179166550005902,0.7349201440811151,,,,,,,,,,,,,,,,,,,,,
13,0.0015220999921430002,1968.8355719705578,0.9521484375,1.0,0.0,279,0.111880108714103,0.248523890972137,0.307609215378761,0.22519608587026502,0.000272893384023,0.0015220999921430002,487.5,24.5,200.25,55.75,0.21358839998720203,0.886525362730026,,,,,,,,,,,,,,,,,,,,,
1518,0.001403250003932,3309.3349350310746,0.9560546875,1.0,0.0,299,0.095299545675516,0.204349651932716,0.27257427573204,0.178241237998008,0.00029238394918600004,0.001403250003932,489.5,22.5,215.75,40.25,0.34936805000324905,0.7109745312482111,,,,,,,,,,,,,,,,,,,,,
1668,0.0012906000047220002,1845.4492500401102,0.9316406250000001,1.0,0.0,299,0.21530725061893402,0.339473411440849,0.204651661217212,0.12938929349184,0.00029238394918600004,0.0012906000047220002,477.0,35.0,220.5,35.5,0.19178655000723602,0.881011372432112,,,,,,,,,,,,,,,,,,,,,
515,0.0011836500052590001,1740.973460051464,0.9291992187499999,1.0,0.0,299,0.229396864771842,0.34843246638774805,0.273274958133697,0.08159714937210001,0.00029238394918600004,0.0011836500052590001,475.75,36.25,224.25,31.75,0.18382454999664302,0.8844447731971741,,,,,,,,,,,,,,,,,,,,,
14,0.0014895000058450002,1962.0189999448485,0.9541015625,1.0,0.0,299,0.11467409133911101,0.183973856270313,0.22893173247575702,0.128131181001663,0.00029238394918600004,0.0014895000058450002,488.5,23.5,216.25,39.75,0.195425700003397,0.7196206487715241,,,,,,,,,,,,,,,,,,,,,
1017,0.001228699999046,1790.993934958533,0.9536132812499999,1.0,0.0,299,0.126142762601375,0.20241128653287802,0.20258858054876303,0.063097447156906,0.00029238394918600004,0.001228699999046,488.25,23.75,230.25,25.75,0.17966209999576602,0.655685652047395,,,,,,,,,,,,,,,,,,,,,
1519,0.002105500003381,3281.375284024398,0.9355468750000001,1.0,0.0,319,0.188735283911228,0.32458782196044905,0.27038566768169403,0.15556105226278302,0.00031187451434900004,0.002105500003381,479.0,33.0,215.0,41.0,0.311547499994048,1.042057882994413,,,,,,,,,,,,,,,,,,,,,
1018,0.001314900000579,1786.5867801534478,0.9443359375,1.0,0.0,319,0.172188125550746,0.260634317994117,0.21970112621784202,0.07967224344611101,0.00031187451434900004,0.001314900000579,483.5,28.5,225.5,30.5,0.18188869999721602,0.7261288724839681,,,,,,,,,,,,,,,,,,,,,
1669,0.0013258499966460001,1835.9480039816117,0.9365234375,1.0,0.0,319,0.17279922217130603,0.27332702279090804,0.26634830236434903,0.14056647568941102,0.00031187451434900004,0.0013258499966460001,479.5,32.5,219.75,36.25,0.18847654999990401,0.8452592417597771,,,,,,,,,,,,,,,,,,,,,
516,0.001227250017109,1739.4156560278498,0.9477539062499999,1.0,0.0,319,0.136033929884433,0.29182893037796004,0.20391641557216603,0.073367465287446,0.00031187451434900004,0.001227250017109,485.25,26.75,225.75,30.25,0.18243385001551302,0.8754011839628221,,,,,,,,,,,,,,,,,,,,,
15,0.001494199983426,1956.574355995981,0.9438476562499999,1.0,0.0,319,0.14978004246950102,0.255226969718933,0.304757043719291,0.177384264767169,0.00031187451434900004,0.001494199983426,483.25,28.75,213.0,43.0,0.196561150005436,0.9351929016411301,,,,,,,,,,,,,,,,,,,,,
1019,0.0011985500023,1782.5250240031164,0.9379882812499999,1.0,0.0,339,0.180107071995735,0.258810147643089,0.21574521809816302,0.106310613453388,0.00033136507951200003,0.0011985500023,480.25,31.75,223.75,32.25,0.183360649985843,0.9002693854272361,,,,,,,,,,,,,,,,,,,,,
1670,0.0013354999973670002,1832.7067919682304,0.9521484375,1.0,0.0,339,0.12420551478862701,0.196268081665039,0.23261793702840802,0.134325228631496,0.00033136507951200003,0.0013354999973670002,487.5,24.5,222.75,33.25,0.19013424999866402,0.697698099538683,,,,,,,,,,,,,,,,,,,,,
16,0.0016195500065800002,1953.928199945076,0.94140625,1.0,0.0,339,0.16881163418293,0.25033139437437,0.23824924230575503,0.086624156683683,0.00033136507951200003,0.0016195500065800002,482.0,30.0,224.5,31.5,0.20620119999512102,0.799639694392681,,,,,,,,,,,,,,,,,,,,,
1520,0.002146799997717,3267.168008976878,0.94140625,1.0,0.0,339,0.167598068714141,0.276530921459198,0.25009772181510903,0.130572341382503,0.00033136507951200003,0.002146799997717,482.0,30.0,217.25,38.75,0.320763449999503,0.845105186104774,,,,,,,,,,,,,,,,,,,,,
517,0.001097450003726,1734.6631049201824,0.9453125,1.0,0.0,339,0.14536178857088,0.2441351339221,0.27442431449890103,0.21495148539543102,0.00033136507951200003,0.001097450003726,484.0,28.0,213.0,43.0,0.177633800005423,0.9416676014661781,,,,,,,,,,,,,,,,,,,,,
1020,0.001204350002808,1774.0038921142695,0.9545898437499999,1.0,0.0,359,0.11438616365194301,0.176597855985164,0.208673112094402,0.09754418209195101,0.000350855644674,0.001204350002808,488.75,23.25,223.5,32.5,0.179753000003984,0.68948008865118,,,,,,,,,,,,,,,,,,,,,
1521,0.0019090999994650002,3253.4985540030175,0.9355468750000001,1.0,0.0,359,0.18112858384847602,0.259562790393829,0.20118356496095602,0.070099722594022,0.000350855644674,0.0019090999994650002,479.0,33.0,223.75,32.25,0.31802400000742603,0.7358577568084,,,,,,,,,,,,,,,,,,,,,
518,0.001163900000392,1730.82777802716,0.9331054687499999,1.0,0.0,359,0.201688528060913,0.257564932107925,0.263036131858825,0.08511343225836701,0.000350855644674,0.001163900000392,477.0,35.0,225.5,30.5,0.17819160000362902,0.8130605593323701,,,,,,,,,,,,,,,,,,,,,
1671,0.0012109000017510002,1822.7365020063007,0.9521484375,1.0,0.0,359,0.117513176053762,0.21254412829875902,0.285639241337776,0.211628824472427,0.000350855644674,0.0012109000017510002,487.5,24.5,205.25,50.75,0.18486950000806202,0.848552629351615,,,,,,,,,,,,,,,,,,,,,
